,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
35577,Male,Premium,80.0,168.54,New,Technology,4,4,2,5,5,5,5,5,4,0,0,1
35578,Male,Not Premium,27.0,31.38,New,Home/Kitchen,1,3,1,4,1,3,2,2,1,0,0,0
35579,Female,Premium,43.9097214811653,87.98,New,Other,2,1,5,2,2,1,4,2,5,1,0,0
35580,Male,Premium,60.0,97.15,New,Entertainment,5,2,4,3,2,3,3,3,5,0,0,0
35581,Female,Premium,58.0,16.79,New,Home/Kitchen,1,1,3,4,4,3,4,3,3,0,0,0
35582,Male,Premium,44.0,266.37,New,Entertainment,2,2,4,2,2,2,3,2,3,0,0,1
35583,Male,Not Premium,26.0,81.98,New,Entertainment,3,3,1,2,2,3,3,4,1,0,0,0
35584,Male,Premium,68.0,42.24,New,Technology,4,4,2,2,3,2,1,2,3,0,0,0
35585,Male,Premium,19.0,151.52,New,Entertainment,4,1,4,3,5,3,5,5,4,1,1,0
35586,Male,Premium,57.0,314.38,New,Technology,1,1,3,4,4,4,3,4,3,0,0,1
35587,Female,Premium,39.0,257.91,New,Technology,2,2,5,5,4,3,1,3,5,0,0,1
35588,Male,Premium,41.0,112.57,New,Entertainment,5,3,1,3,3,4,4,5,1,0,0,1
35589,Female,Premium,31.0,87.71,New,Technology,2,2,3,4,2,3,3,4,3,0,0,0
35590,Male,Premium,51.0,345.56,New,Technology,4,4,3,4,4,4,3,4,3,0,0,1
35591,Male,Premium,40.0,62.83,New,Entertainment,1,3,3,2,3,4,4,3,3,0,0,0
35592,Male,Premium,47.0,191.16,New,Technology,1,5,3,4,4,4,1,4,4,1,1,1
35593,Male,Premium,32.0,231.6,New,Technology,3,3,5,5,4,5,4,5,5,0,0,1
35594,Female,Premium,39.0,44.44,New,Home/Kitchen,0,3,4,3,3,3,4,3,4,0,0,1
35595,Female,Premium,35.0,214.49,New,Entertainment,5,5,2,5,5,5,5,5,4,0,0,1
35596,Male,Premium,53.0,282.39,New,Home/Kitchen,2,4,5,3,3,3,2,3,1,0,0,0
35597,Male,Premium,32.0,60.8,New,Home/Kitchen,5,2,3,2,2,4,1,2,3,0,0,0
35598,Female,Premium,45.0,114.73,Used,Entertainment,2,2,2,3,4,3,3,3,2,0,0,0
35599,Female,Premium,62.0,41.48,New,Technology,1,3,4,4,4,3,3,3,4,0,0,0
35600,Female,Premium,70.0,60.28,New,Technology,2,3,5,3,3,2,4,3,5,0,0,0
35601,Male,Premium,40.0,145.27,New,Entertainment,2,2,1,1,1,1,4,1,3,0,0,0
35602,Male,Premium,41.0,121.85,New,Home/Kitchen,5,2,4,5,1,5,4,5,4,1,1,0
35603,Male,Premium,27.0,25.84,New,Entertainment,1,1,4,3,4,5,5,5,4,0,0,1
35604,Female,Premium,49.0,106.34,New,Entertainment,3,3,5,1,4,3,3,4,5,0,0,1
35605,Male,Premium,66.0,88.83,New,Technology,5,1,3,2,2,4,4,2,3,0,0,0
35606,Female,Premium,57.0,349.3,Used,Entertainment,1,2,2,4,4,4,4,4,4,1,1,1
35607,Female,Premium,60.0,314.21,New,Technology,3,3,5,4,4,5,3,4,4,0,0,1
35608,Female,Premium,43.9097214811653,372.91,New,Home/Kitchen,1,1,2,2,4,3,2,4,2,0,0,0
35609,Male,Premium,45.0,44.92,New,Technology,3,4,4,5,4,5,2,5,3,0,1,0
35610,Male,Premium,55.0,96.14,New,Entertainment,1,1,5,4,5,4,3,4,3,0,0,1
35611,Male,Premium,55.0,148.59,New,Sport,1,1,3,5,5,5,3,5,5,0,0,1
35612,Male,Premium,64.0,53.57,New,Technology,4,1,1,4,2,4,1,4,5,0,0,0
35613,Male,Premium,44.0,64.96,New,Entertainment,5,5,3,4,4,4,3,4,5,0,0,1
35614,Male,Premium,27.0,220.85,New,Entertainment,1,1,3,1,2,2,2,3,3,0,0,0
35615,Female,Premium,45.0,70.39,New,Home/Kitchen,2,2,4,1,2,3,2,2,4,0,0,1
35616,Female,Premium,70.0,15.42,New,Technology,2,3,4,2,3,3,4,4,4,0,0,0
35617,Male,Premium,33.0,180.61,Used,Home/Kitchen,4,4,3,5,5,5,5,5,5,0,0,1
35618,Male,Premium,56.0,111.39,New,Technology,5,3,4,2,2,2,5,2,4,0,0,0
35619,Female,Not Premium,31.667574931880107,79.34,New,Entertainment,2,4,1,4,1,3,3,1,1,0,0,0
35620,Male,Premium,39.0,188.29,New,Technology,3,3,5,4,5,4,3,4,4,0,0,1
35621,Female,Premium,34.0,79.11,New,Entertainment,5,3,1,4,4,4,5,5,1,0,0,0
35622,Male,Premium,60.0,395.04,New,Technology,5,5,2,5,5,5,4,5,4,0,0,1
35623,Female,Premium,31.0,37.12,New,Entertainment,4,3,1,4,2,5,4,5,1,0,0,0
35624,Male,Premium,35.0,23.91,New,Entertainment,4,4,5,5,5,1,4,4,4,2,2,1
35625,Male,Premium,40.0,29.87,New,Entertainment,5,5,5,4,4,4,5,4,3,0,0,1
35626,Female,Premium,35.0,71.13,New,Entertainment,4,4,5,5,2,2,3,5,5,0,0,1
35627,Male,Premium,31.0,21.38,New,Entertainment,1,1,2,3,4,3,3,3,2,0,0,0
35628,Female,Premium,49.0,10.18,New,Home/Kitchen,2,2,2,2,1,4,2,4,2,0,0,0
35629,Male,Premium,40.0,55.73,New,Technology,2,2,3,4,2,4,4,3,3,0,0,0
35630,Male,Premium,42.0,69.38,New,Home/Kitchen,4,4,2,4,4,4,3,4,4,0,0,1
35631,Female,Not Premium,23.0,49.72,New,Entertainment,0,3,4,4,4,3,3,3,4,0,0,0
35632,Male,Premium,22.0,37.16,Used,Technology,1,1,5,5,4,2,4,5,5,0,0,1
35633,Female,Premium,43.9097214811653,17.9,New,Home/Kitchen,3,2,5,3,1,2,3,3,5,0,0,0
35634,Female,Premium,54.0,179.96,New,Technology,1,1,4,2,2,2,4,2,5,0,0,1
35635,Female,Premium,40.0,432.27,New,Technology,1,1,3,5,5,5,5,5,5,0,0,1
35636,Female,Premium,47.0,361.24,New,Technology,2,2,3,4,4,4,4,4,3,0,0,1
35637,Female,Premium,39.0,47.99,New,Entertainment,2,2,4,2,4,4,4,4,4,0,0,0
35638,Male,Premium,32.0,252.95,New,Sport,1,4,5,1,4,4,1,3,5,0,0,1
35639,Female,Premium,66.0,49.19,New,Sport,3,4,3,3,4,1,2,4,3,0,0,0
35640,Female,Premium,34.0,124.3,New,Other,5,3,1,3,3,3,5,4,1,0,0,0
35641,Female,Premium,43.9097214811653,381.12,New,Technology,3,3,1,2,4,4,4,3,1,0,0,0
35642,Female,Premium,59.0,109.2,New,Entertainment,4,3,4,4,4,4,3,5,4,0,0,0
35643,Male,Not Premium,48.0,94.74,New,Other,1,3,1,1,1,3,2,3,1,0,0,0
35644,Female,Premium,52.0,20.56,New,Technology,4,1,1,2,3,2,5,1,1,0,0,0
35645,Female,Premium,52.0,93.58,New,Home/Kitchen,4,3,5,1,1,3,4,3,5,0,0,0
35646,Female,Premium,57.0,192.49,New,Home/Kitchen,3,3,4,4,4,4,5,4,5,0,0,1
35647,Female,Premium,36.0,353.63,New,Technology,0,3,5,3,3,3,4,3,3,0,0,1
35648,Male,Premium,44.0,149.09,New,Home/Kitchen,2,2,1,3,3,3,2,3,3,0,0,0
35649,Female,Not Premium,26.0,27.58,New,Technology,4,1,3,1,1,2,2,4,3,0,0,0
35650,Female,Premium,43.9097214811653,84.32,New,Technology,5,1,3,5,2,5,4,5,3,0,0,0
35651,Male,Premium,29.0,104.66,New,Entertainment,3,3,4,3,1,5,1,1,4,0,0,1
35652,Male,Not Premium,32.0,39.95,New,Technology,1,2,4,4,4,3,4,2,4,0,0,0
35653,Female,Premium,44.0,85.88,New,Technology,3,1,4,4,1,2,3,2,4,0,0,0
35654,Male,Not Premium,26.0,138.14,New,Technology,2,2,2,4,4,4,3,5,2,0,0,0
35655,Male,Premium,30.0,251.39,New,Home/Kitchen,5,5,1,2,5,4,2,4,1,0,0,0
35656,Female,Premium,27.0,415.43,New,Entertainment,3,3,5,4,3,3,5,5,5,0,0,1
35657,Male,Premium,43.923419078242226,30.4,New,Entertainment,4,3,3,5,4,5,3,4,3,0,0,0
35658,Female,Premium,46.0,92.96,New,Entertainment,1,1,1,3,3,3,4,3,4,0,0,0
35659,Male,Premium,47.0,230.13,New,Entertainment,2,2,5,3,3,5,5,3,5,0,1,1
35660,Female,Premium,43.9097214811653,141.0,New,Sport,3,2,5,3,3,1,2,3,5,0,0,0
35661,Female,Premium,39.0,210.66,New,Technology,1,1,5,4,5,5,5,5,5,0,0,1
35662,Male,Not Premium,24.0,37.51,New,Entertainment,1,3,5,3,4,4,4,3,5,0,0,0
35663,Male,Premium,59.0,187.32,New,Entertainment,1,1,3,2,3,2,1,2,3,0,0,0
35664,Female,Premium,28.0,97.82,New,Entertainment,3,2,3,4,1,5,4,1,3,0,0,0
35665,Female,Premium,21.0,69.58,New,Sport,1,2,2,2,1,3,3,2,2,0,0,0
35666,Female,Premium,56.0,344.27,New,Sport,0,1,5,5,5,5,1,5,1,0,0,1
35667,Male,Premium,48.0,259.07,New,Technology,5,5,4,3,4,3,3,3,4,0,0,0
35668,Female,Premium,23.0,234.38,New,Home/Kitchen,1,1,4,3,4,5,4,5,4,0,0,1
35669,Female,Premium,39.0,203.08,New,Home/Kitchen,4,4,2,5,5,5,4,5,5,0,0,1
35670,Male,Premium,20.0,91.68,Used,Entertainment,1,1,2,1,5,3,2,4,2,0,0,0
35671,Female,Premium,30.0,195.79,New,Entertainment,4,4,4,5,4,4,5,5,4,0,0,1
35672,Female,Premium,54.0,177.94,New,Sport,3,3,2,2,5,2,1,3,2,0,0,0
35673,Male,Premium,51.0,200.22,New,Home/Kitchen,3,3,2,4,4,4,4,4,5,0,0,1
35674,Male,Not Premium,23.0,46.7,Used,Home/Kitchen,2,1,5,3,3,2,4,1,5,0,0,0
35675,Male,Premium,19.0,22.9,New,Entertainment,1,3,2,2,1,3,3,3,2,0,0,0
35676,Male,Not Premium,35.0,122.88,New,Technology,2,3,2,5,4,5,5,4,2,0,0,0
35677,Female,Premium,48.0,24.0,New,Home/Kitchen,5,1,4,5,2,5,3,5,4,0,0,0
35678,Male,Premium,44.0,217.86,New,Technology,3,3,5,5,5,5,5,5,4,1,1,1
35679,Male,Premium,59.0,63.14,New,Sport,3,1,5,2,2,2,2,2,5,0,0,0
35680,Male,Premium,23.0,62.5,New,Entertainment,5,3,5,3,3,5,3,4,5,0,0,0
35681,Female,Premium,22.0,16.02,New,Entertainment,4,5,4,3,4,4,3,5,4,0,0,0
35682,Male,Premium,23.0,31.47,New,Technology,4,2,4,3,5,4,5,5,4,1,1,1
35683,Male,Not Premium,36.0,49.08,New,Technology,4,2,2,4,5,4,3,5,2,0,0,0
35684,Female,Premium,56.0,251.92,New,Other,1,1,5,1,1,1,1,1,4,0,0,0
35685,Female,Premium,25.0,6.7,New,Home/Kitchen,4,1,4,4,5,4,5,4,4,0,0,1
35686,Male,Premium,52.0,78.89,New,Other,4,4,2,1,1,1,2,1,3,0,0,0
35687,Male,Premium,51.0,193.45,New,Technology,4,1,5,5,3,5,4,5,5,0,0,0
35688,Female,Premium,42.0,76.3,New,Technology,4,1,4,1,1,1,5,1,5,1,1,1
35689,Male,Premium,42.0,388.22,New,Entertainment,2,2,3,4,4,4,5,4,5,0,0,1
35690,Female,Premium,65.0,58.65,New,Technology,3,3,3,1,3,2,1,2,3,0,0,0
35691,Male,Premium,42.0,369.38,New,Technology,5,5,4,5,5,5,4,5,5,0,0,1
35692,Male,Not Premium,29.0,90.38,New,Technology,0,4,4,4,3,5,5,4,4,0,0,1
35693,Male,Premium,55.0,34.34,New,Technology,2,2,5,1,2,1,3,1,1,0,0,0
35694,Male,Premium,32.0,100.38,New,Entertainment,4,4,5,3,1,1,3,3,5,0,0,1
35695,Male,Premium,39.0,105.13,Used,Technology,1,1,4,4,4,4,3,4,3,0,0,1
35696,Male,Premium,52.0,44.24,New,Technology,4,4,3,2,2,2,3,2,1,0,0,0
35697,Male,Premium,44.0,184.97,New,Entertainment,1,1,2,5,5,5,5,5,3,0,0,1
35698,Male,Premium,33.0,33.48,New,Entertainment,1,1,4,4,4,4,3,4,3,0,0,1
35699,Male,Premium,53.0,235.1,New,Home/Kitchen,1,1,5,5,5,5,4,5,5,0,0,1
35700,Male,Premium,69.0,84.95,New,Entertainment,5,5,5,5,1,5,4,5,3,0,0,0
35701,Female,Premium,25.0,175.77,New,Home/Kitchen,1,1,5,5,3,3,4,5,5,0,0,1
35702,Male,Not Premium,26.0,203.65,New,Entertainment,1,4,3,4,5,3,3,4,3,0,0,0
35703,Female,Premium,24.0,5.18,New,Technology,4,1,2,4,4,5,5,5,2,0,0,0
35704,Female,Premium,29.0,186.14,New,Entertainment,2,2,5,2,2,3,1,2,5,0,0,0
35705,Male,Premium,54.0,63.68,New,Entertainment,3,3,5,5,5,5,5,5,4,0,0,1
35706,Male,Premium,22.0,374.55,New,Technology,4,5,4,1,5,3,3,3,4,0,0,0
35707,Female,Premium,62.0,94.48,New,Home/Kitchen,5,3,3,5,2,4,4,5,3,0,0,0
35708,Female,Not Premium,21.0,95.16,New,Home/Kitchen,0,3,5,3,2,5,4,4,5,0,0,1
35709,Male,Premium,53.0,57.02,New,Other,0,5,3,4,3,4,5,4,4,0,0,0
35710,Male,Premium,46.0,10.59,New,Sport,4,4,2,4,4,4,4,4,3,0,0,0
35711,Male,Not Premium,62.0,22.07,New,Entertainment,3,1,2,4,2,5,3,4,2,1,1,0
35712,Male,Premium,53.0,149.94,New,Home/Kitchen,1,2,2,5,5,5,4,5,4,0,0,1
35713,Male,Not Premium,45.0,10.81,New,Entertainment,3,4,1,2,1,4,1,3,1,0,0,0
35714,Female,Premium,43.9097214811653,40.8,New,Home/Kitchen,5,3,1,3,3,5,5,4,1,0,0,0
35715,Male,Not Premium,62.0,20.18,New,Home/Kitchen,4,3,3,3,5,5,3,5,3,0,0,0
35716,Female,Premium,19.0,63.79,Used,Entertainment,5,1,1,3,2,4,3,4,1,1,0,0
35717,Female,Premium,66.0,36.94,New,Other,2,3,2,3,4,4,2,4,2,0,0,0
35718,Female,Premium,55.0,16.99,New,Technology,3,3,3,1,4,5,2,3,3,0,0,0
35719,Female,Premium,33.0,64.96,New,Home/Kitchen,5,3,4,1,3,5,2,5,4,0,0,1
35720,Female,Not Premium,27.0,28.0,New,Technology,3,1,4,4,5,4,4,5,4,1,0,0
35721,Female,Premium,68.0,56.34,New,Technology,4,4,1,1,2,4,2,4,1,0,0,0
35722,Male,Premium,51.0,56.29,New,Technology,4,2,4,4,1,4,5,4,5,0,0,0
35723,Male,Premium,42.0,97.96,New,Technology,4,4,3,3,2,3,4,3,2,0,0,0
35724,Female,Premium,48.0,90.24,New,Technology,4,2,1,3,2,4,5,5,1,0,0,0
35725,Male,Premium,46.0,124.32,New,Technology,4,4,4,2,3,2,3,2,4,0,0,0
35726,Male,Premium,52.0,99.46,New,Technology,0,2,1,2,1,2,2,2,1,0,0,0
35727,Female,Premium,40.0,36.25,New,Sport,5,2,5,1,2,1,3,1,2,0,0,0
35728,Male,Premium,38.0,357.66,New,Other,5,3,5,3,4,3,4,3,5,0,0,1
35729,Female,Premium,47.0,38.33,New,Home/Kitchen,2,5,2,1,3,5,1,4,2,0,0,1
35730,Female,Premium,47.0,241.55,New,Entertainment,1,1,3,3,3,3,4,3,3,0,0,1
35731,Male,Premium,36.0,36.32,New,Technology,1,1,1,3,3,3,1,3,3,0,0,0
35732,Female,Premium,38.0,49.7,New,Technology,3,3,1,4,4,4,5,4,1,0,0,1
35733,Female,Premium,28.0,10.9,New,Technology,5,4,3,5,1,3,3,4,3,0,0,0
35734,Female,Premium,41.0,23.94,New,Entertainment,3,3,3,5,2,2,3,4,3,3,3,0
35735,Female,Premium,60.0,68.24,New,Home/Kitchen,4,4,3,5,5,5,3,5,4,0,0,1
35736,Male,Premium,69.0,67.39,New,Home/Kitchen,4,2,3,3,5,3,4,3,5,0,0,0
35737,Male,Premium,61.0,34.27,New,Sport,4,1,3,3,3,3,5,3,3,0,0,0
35738,Female,Premium,36.0,276.2,New,Home/Kitchen,2,2,2,5,5,5,3,5,4,0,0,1
35739,Female,Premium,52.0,119.69,New,Other,3,3,5,4,4,4,5,4,3,0,0,1
35740,Female,Premium,30.0,136.03,New,Entertainment,1,1,5,2,3,2,2,3,5,0,0,1
35741,Female,Premium,52.0,4.6,New,Entertainment,2,2,5,5,5,5,3,5,4,0,0,1
35742,Female,Premium,50.0,38.66,New,Entertainment,3,3,4,3,5,5,3,4,4,0,0,1
35743,Male,Premium,47.0,105.82,New,Entertainment,4,1,3,5,4,3,3,5,3,0,0,0
35744,Female,Premium,29.0,74.37,New,Home/Kitchen,5,3,2,5,4,5,4,4,2,0,0,0
35745,Female,Premium,53.0,28.57,New,Technology,2,2,3,2,2,2,3,2,5,0,0,1
35746,Female,Premium,49.0,20.52,New,Entertainment,2,3,1,3,1,4,4,4,1,0,0,0
35747,Male,Premium,41.0,36.91,New,Entertainment,4,4,4,3,1,2,5,1,4,0,0,1
35748,Male,Premium,60.0,140.63,New,Entertainment,5,5,4,2,2,2,4,2,3,0,0,0
35749,Female,Premium,37.0,29.23,New,Entertainment,1,1,4,1,5,4,2,3,4,0,0,0
35750,Male,Premium,43.0,114.96,New,Entertainment,2,2,1,4,4,4,3,4,4,0,0,0
35751,Male,Premium,29.0,65.64,New,Sport,2,2,3,3,4,4,3,3,3,0,0,0
35752,Female,Premium,46.0,232.27,New,Technology,3,3,4,4,3,4,4,4,4,0,0,1
35753,Female,Premium,40.0,72.09,New,Entertainment,5,5,2,4,1,4,1,3,2,0,0,0
35754,Male,Premium,55.0,209.41,New,Entertainment,1,1,3,4,4,4,3,4,5,0,0,1
35755,Male,Premium,58.0,42.93,New,Entertainment,4,4,2,5,5,5,3,5,3,0,0,0
35756,Male,Premium,44.0,275.91,New,Home/Kitchen,1,1,3,4,4,4,5,4,4,0,0,1
35757,Male,Premium,38.0,171.2,New,Home/Kitchen,5,5,2,5,5,5,5,5,4,0,0,1
35758,Male,Premium,26.0,174.23,New,Sport,4,1,5,5,3,5,5,4,5,0,0,0
35759,Male,Premium,51.0,13.32,New,Entertainment,3,3,3,5,5,4,4,5,4,0,0,1
35760,Female,Premium,37.0,14.76,New,Technology,5,5,5,5,5,5,4,5,4,1,1,1
35761,Male,Premium,59.0,55.2,New,Technology,4,3,2,1,2,1,5,1,5,0,0,0
35762,Female,Premium,43.9097214811653,188.56,New,Technology,5,2,2,4,5,4,3,5,2,0,0,0
35763,Female,Premium,40.0,196.73,New,Home/Kitchen,0,4,2,5,1,5,1,3,2,0,0,0
35764,Female,Premium,47.0,171.3,New,Entertainment,1,1,5,3,4,3,5,3,5,0,0,1
35765,Female,Premium,60.0,54.6,New,Sport,3,3,3,5,5,5,5,5,3,0,0,1
35766,Male,Premium,33.0,8.98,New,Sport,5,3,3,4,2,5,4,4,3,0,0,0
35767,Female,Not Premium,31.0,97.65,New,Home/Kitchen,2,4,4,4,2,4,3,4,4,0,0,0
35768,Female,Premium,42.0,110.36,New,Technology,3,3,5,3,4,1,2,5,5,0,0,1
35769,Female,Not Premium,30.0,5.4,New,Sport,1,4,5,4,3,5,5,5,5,0,0,0
35770,Male,Premium,63.0,69.53,New,Entertainment,3,3,1,2,2,2,3,2,1,0,0,0
35771,Male,Premium,58.0,33.26,Used,Entertainment,3,3,4,4,4,4,3,4,4,0,0,0
35772,Female,Premium,49.0,21.61,New,Other,2,2,5,5,1,5,1,4,5,0,0,1
35773,Male,Premium,37.0,349.47,New,Technology,3,3,4,5,5,5,4,5,5,0,0,1
35774,Male,Not Premium,45.0,56.48,New,Home/Kitchen,4,4,1,2,3,3,1,4,1,1,1,0
35775,Male,Premium,46.0,171.38,New,Entertainment,4,4,4,5,5,5,4,5,3,0,0,1
35776,Male,Premium,34.0,27.34,New,Technology,0,4,2,5,4,1,2,5,2,0,0,1
35777,Male,Not Premium,33.0,21.41,New,Entertainment,2,1,2,3,2,4,5,5,2,0,0,0
35778,Male,Premium,42.0,269.22,New,Home/Kitchen,3,3,5,4,4,4,4,4,3,0,0,1
35779,Male,Premium,22.0,35.8,New,Technology,2,3,1,2,2,3,3,4,1,0,0,0
35780,Female,Not Premium,37.0,74.82,New,Technology,3,1,4,5,5,4,5,5,4,0,0,0
35781,Male,Premium,50.0,138.47,New,Sport,4,4,5,2,2,2,4,2,4,0,0,1
35782,Female,Premium,70.0,11.37,New,Sport,5,3,4,4,4,4,4,4,4,0,0,0
35783,Male,Premium,52.0,144.11,New,Home/Kitchen,3,3,2,4,4,4,4,4,4,0,0,1
35784,Male,Premium,22.0,145.25,New,Entertainment,2,2,4,4,4,4,4,5,4,0,0,1
35785,Female,Premium,44.0,121.82,New,Technology,3,3,4,4,4,4,5,4,2,1,1,1
35786,Male,Not Premium,27.0,81.47,New,Technology,2,4,4,2,3,4,2,3,4,0,0,0
35787,Male,Not Premium,21.0,11.84,New,Home/Kitchen,4,5,3,1,3,3,1,3,3,0,0,1
35788,Male,Premium,43.923419078242226,43.8,New,Sport,2,3,5,1,3,4,4,4,5,0,0,0
35789,Female,Premium,55.0,383.02,New,Technology,2,2,4,5,5,5,3,5,5,0,0,1
35790,Male,Premium,36.0,75.78,New,Home/Kitchen,1,1,3,2,4,4,1,4,3,0,1,0
35791,Female,Premium,51.0,142.23,New,Technology,1,2,5,4,4,2,2,1,5,0,0,0
35792,Female,Premium,31.0,319.62,New,Entertainment,3,3,3,2,2,3,2,3,3,0,0,0
35793,Male,Not Premium,36.0,97.61,New,Technology,2,3,4,3,4,5,5,5,4,0,0,0
35794,Female,Premium,58.0,1.37,New,Sport,5,5,5,4,5,4,3,4,5,0,0,1
35795,Male,Premium,35.0,111.59,New,Technology,3,2,2,1,2,2,3,2,2,1,1,0
35796,Male,Premium,44.0,264.73,Used,Sport,4,3,4,5,3,5,5,3,5,0,0,0
35797,Female,Premium,50.0,45.99,Used,Technology,2,2,5,3,3,1,2,2,5,0,0,1
35798,Female,Premium,43.9097214811653,87.41,New,Sport,4,3,1,5,3,4,2,3,1,0,0,0
35799,Male,Premium,31.0,31.02,New,Home/Kitchen,5,5,5,3,2,5,2,4,5,0,0,1
35800,Female,Premium,34.0,100.13,New,Technology,5,3,3,4,2,4,3,4,3,0,0,0
35801,Male,Not Premium,60.0,115.64,New,Technology,2,3,5,3,3,4,3,3,5,0,0,0
35802,Female,Not Premium,37.0,34.5,New,Sport,5,2,5,4,2,4,3,4,5,0,0,1
35803,Female,Premium,34.0,193.88,New,Technology,1,1,2,2,2,2,1,2,4,1,1,0
35804,Male,Not Premium,24.0,36.28,New,Entertainment,1,4,2,2,2,3,1,3,2,0,0,0
35805,Female,Premium,36.0,30.18,New,Home/Kitchen,3,3,3,1,3,4,3,3,3,1,1,0
35806,Male,Premium,49.0,296.24,New,Sport,3,3,5,4,4,5,4,4,3,0,0,1
35807,Male,Premium,70.0,28.26,New,Home/Kitchen,4,3,4,4,0,4,4,4,4,0,0,0
35808,Female,Not Premium,46.0,91.51,New,Entertainment,5,3,3,3,5,4,3,5,3,0,0,1
35809,Female,Premium,58.0,87.79,New,Technology,3,4,2,1,1,4,4,4,2,0,0,0
35810,Female,Premium,32.0,29.88,New,Entertainment,4,3,1,2,3,4,5,3,1,0,0,0
35811,Male,Not Premium,37.0,27.72,New,Other,3,4,2,3,1,4,3,4,2,0,0,0
35812,Male,Premium,51.0,83.94,New,Home/Kitchen,4,4,5,3,5,5,5,3,5,0,0,1
35813,Male,Premium,57.0,247.08,New,Technology,5,5,5,4,4,4,3,4,5,0,0,1
35814,Male,Not Premium,44.0,36.13,New,Technology,5,2,4,1,3,2,5,5,4,0,0,0
35815,Male,Premium,54.0,116.3,New,Technology,3,3,3,5,5,5,3,5,3,0,0,1
35816,Male,Premium,49.0,17.32,New,Entertainment,5,2,5,3,4,3,5,3,4,0,0,1
35817,Male,Premium,43.923419078242226,6.96,New,Home/Kitchen,5,1,2,4,2,4,5,5,2,0,0,0
35818,Female,Premium,41.0,146.31,New,Home/Kitchen,1,3,1,2,2,3,1,4,1,0,0,0
35819,Female,Premium,61.0,85.89,New,Other,1,4,5,2,5,3,2,4,5,0,0,0
35820,Male,Premium,51.0,37.93,New,Entertainment,4,4,5,3,3,3,4,3,1,0,0,0
35821,Female,Premium,68.0,172.61,New,Entertainment,5,4,5,4,1,1,5,3,5,0,0,0
35822,Male,Premium,36.0,19.63,New,Entertainment,5,3,3,3,4,3,1,2,3,0,0,1
35823,Male,Premium,44.0,160.57,New,Technology,5,1,5,5,5,5,3,5,3,0,0,1
35824,Female,Not Premium,49.0,36.18,New,Home/Kitchen,0,5,1,4,3,1,1,2,1,0,0,0
35825,Female,Not Premium,29.0,100.47,New,Home/Kitchen,5,3,4,3,3,4,3,5,4,0,0,1
35826,Female,Not Premium,38.0,55.72,New,Entertainment,2,4,3,3,5,4,1,4,3,0,0,0
35827,Male,Premium,42.0,294.42,New,Home/Kitchen,5,5,1,2,1,2,3,2,3,0,0,0
35828,Female,Not Premium,38.0,85.91,New,Technology,3,4,1,5,3,4,3,5,1,0,0,0
35829,Male,Premium,23.0,166.45,New,Entertainment,1,3,4,2,2,2,3,2,4,0,0,0
35830,Male,Premium,58.0,60.98,New,Entertainment,2,2,2,4,4,4,3,4,2,0,1,0
35831,Male,Premium,41.0,254.92,New,Technology,5,5,5,2,4,5,5,3,5,0,0,1
35832,Male,Not Premium,42.0,239.57,New,Technology,1,5,2,3,2,5,4,4,2,0,0,0
35833,Female,Premium,63.0,25.09,New,Home/Kitchen,1,4,1,3,1,4,3,3,1,0,0,0
35834,Male,Premium,39.0,94.17,New,Technology,1,1,4,5,2,3,4,3,4,0,0,1
35835,Female,Premium,54.0,52.66,New,Home/Kitchen,1,3,5,4,1,3,3,3,5,0,0,0
35836,Female,Premium,42.0,338.3,New,Home/Kitchen,3,3,4,5,5,5,3,5,4,0,0,1
35837,Female,Not Premium,34.0,20.59,New,Entertainment,2,1,5,5,4,4,3,5,5,0,0,0
35838,Female,Premium,41.0,167.68,New,Home/Kitchen,1,1,2,5,5,5,4,5,3,0,0,1
35839,Female,Premium,41.0,107.36,New,Technology,4,4,5,1,4,5,1,3,5,0,0,1
35840,Female,Premium,40.0,220.64,New,Technology,2,2,4,4,4,4,3,4,4,0,0,1
35841,Male,Premium,43.0,67.15,New,Technology,1,1,4,2,2,2,2,2,1,0,0,0
35842,Female,Not Premium,24.0,38.65,New,Entertainment,1,4,2,2,5,3,3,4,2,0,0,0
35843,Female,Premium,60.0,23.6,New,Technology,4,3,1,3,5,5,5,5,1,0,0,0
35844,Female,Premium,56.0,136.74,New,Home/Kitchen,4,4,1,1,2,3,3,4,1,0,0,0
35845,Female,Premium,56.0,68.55,New,Entertainment,1,1,5,5,5,5,3,5,5,0,0,1
35846,Female,Premium,60.0,19.2,New,Entertainment,5,4,3,3,2,5,3,5,3,0,0,0
35847,Female,Premium,34.0,48.74,New,Technology,3,3,5,4,4,4,3,4,4,0,0,1
35848,Male,Premium,33.0,146.19,New,Technology,5,2,5,3,3,5,5,4,5,0,0,1
35849,Male,Premium,58.0,377.58,New,Technology,2,2,5,2,1,2,3,2,1,0,0,0
35850,Male,Premium,36.0,36.9,New,Technology,5,1,2,1,1,3,3,2,2,0,0,0
35851,Male,Premium,41.0,163.61,New,Entertainment,0,4,3,4,4,4,3,4,4,0,0,1
35852,Female,Premium,43.0,281.25,Used,Entertainment,2,2,3,4,3,4,2,2,2,3,3,0
