,Age,log_price,log_arrival_delays,Gender_Male,Customer Type_Premium,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Satisfaction
37389,46.0,4.52526080275979,0.0,1,1,4,4,5,1,0,1,2,1,4,1
37390,28.0,4.5976419195673,0.0,0,0,3,3,2,4,2,3,4,4,2,0
37391,27.0,4.770430354853751,0.0,1,0,1,3,1,4,4,3,3,3,1,0
37392,68.0,4.718052343044764,0.0,1,1,5,3,1,2,2,3,1,2,5,0
37393,43.9097214811653,4.961515075464842,0.0,0,1,4,4,2,4,5,4,2,3,2,0
37394,43.92341907824223,4.21419952403038,0.0,1,1,3,5,2,3,2,3,4,1,2,0
37395,47.0,5.743579944530267,0.0,1,1,2,4,5,5,5,5,3,5,4,1
37396,53.0,4.4836802884003815,0.0,0,1,5,3,5,4,5,4,3,5,5,1
37397,39.0,5.61586159328373,0.0,1,1,5,5,5,4,4,4,5,4,4,1
37398,34.0,4.2531984503199265,0.0,1,0,5,2,1,4,2,2,1,5,1,0
37399,27.0,4.749962930889632,0.0,0,1,4,2,2,5,5,5,3,5,2,0
37400,50.0,4.326513924743623,0.0,0,1,4,4,5,3,3,4,4,4,5,0
37401,22.0,4.199905057882593,0.0,1,1,2,3,4,2,2,3,1,3,4,0
37402,43.92341907824223,4.576564928977757,0.0,1,1,5,5,2,5,3,4,4,5,2,0
37403,43.9097214811653,4.541058240520847,0.6931471805599453,0,1,4,3,2,1,4,2,4,3,2,0
37404,32.0,3.609294974771094,0.0,1,1,5,1,1,3,5,4,5,4,1,0
37405,20.0,4.5966338549658055,0.0,1,1,1,1,4,4,5,3,1,2,4,0
37406,50.0,4.2983732496766285,0.0,1,1,4,4,4,3,3,3,3,3,4,1
37407,29.0,5.053503194323431,0.0,1,1,2,2,3,4,3,5,3,5,3,1
37408,51.0,5.67552016493823,0.0,1,1,1,1,3,4,4,4,5,4,5,1
37409,55.0,4.53431844501614,0.0,1,1,5,1,4,3,2,1,4,3,3,0
37410,59.0,4.994776878161797,0.0,0,1,1,1,3,4,4,4,5,4,5,1
37411,32.0,1.864080130807681,0.0,0,1,4,4,4,1,2,3,3,4,4,0
37412,43.0,4.655007420835263,0.0,1,1,1,5,4,2,2,2,4,2,1,0
37413,24.0,5.450050841573968,0.6931471805599453,0,1,3,3,4,3,4,5,4,4,4,1
37414,35.0,5.498683470172258,0.0,1,1,3,3,3,1,1,1,2,1,1,0
37415,25.0,4.309455941839047,0.0,0,0,4,1,4,5,3,4,5,5,4,0
37416,41.0,5.688296517120754,0.0,1,1,2,2,5,5,5,5,4,5,5,1
37417,54.0,5.746171241147987,0.0,0,1,2,2,5,4,4,4,4,4,4,1
37418,25.0,4.570268133978827,0.0,0,1,5,3,2,5,4,5,5,5,2,0
37419,50.0,3.8676530576922055,0.0,0,1,4,1,5,5,2,5,3,4,5,0
37420,39.0,5.250491737065432,0.6931471805599453,0,1,5,5,3,1,1,1,4,1,4,0
37421,45.0,3.7605021977869035,0.0,1,1,4,5,4,3,1,3,5,3,2,0
37422,27.0,3.1179499062782403,0.0,0,0,4,5,4,2,1,4,4,1,4,1
37423,43.92341907824223,3.73552446193698,0.0,1,1,4,4,2,3,1,4,3,3,2,0
37424,63.0,4.110217911378391,0.0,0,1,3,4,3,2,4,4,2,3,3,0
37425,26.0,4.979901134726394,0.0,0,0,4,1,1,5,3,3,4,5,1,1
37426,44.0,3.6640743351949654,0.0,1,1,4,1,2,5,3,5,1,5,4,0
37427,48.0,5.898060050335743,0.0,0,1,3,4,2,5,5,5,5,5,4,1
37428,30.0,2.995732273553991,0.0,0,1,3,3,3,4,4,4,2,4,3,0
37429,43.9097214811653,2.8507065015037334,0.0,0,1,5,1,4,4,4,5,4,5,4,0
37430,23.0,4.3052805704285655,0.0,1,0,0,3,2,4,2,4,5,5,2,0
37431,49.0,3.0106208860477417,0.0,0,1,1,3,4,4,5,4,2,4,4,0
37432,43.92341907824223,4.2310583855379225,0.0,1,1,4,5,1,3,4,3,5,2,1,0
37433,38.0,3.250374491927572,0.0,1,0,2,4,4,5,4,4,5,5,4,1
37434,57.0,3.3655702040190043,0.0,1,1,4,2,2,2,3,2,2,2,1,0
37435,33.0,4.226687749209813,0.6931471805599453,0,1,2,2,5,3,2,2,1,4,5,1
37436,41.0,3.8152918164683745,0.6931471805599453,0,1,4,3,2,4,4,4,4,5,4,0
37437,33.0,3.8958936234982624,0.0,1,1,4,4,4,5,5,5,5,5,5,1
37438,40.0,5.591210836050351,0.0,0,0,4,3,5,3,4,5,3,5,5,0
37439,34.0,3.9357395320454622,0.0,1,1,4,4,1,3,5,5,3,5,1,0
37440,47.0,3.1688448912626357,0.6931471805599453,1,1,2,2,2,2,3,2,2,2,3,0
37441,51.0,5.86847736835913,0.0,0,1,4,1,2,2,2,2,5,2,3,1
37442,45.0,3.448080967561006,0.0,0,1,2,2,4,4,4,4,4,4,5,1
37443,48.0,5.917414265597815,0.0,1,1,2,2,4,4,4,4,1,4,4,0
37444,58.0,3.6980869348648495,0.6931471805599453,1,1,5,5,5,3,4,3,5,3,3,1
37445,47.0,3.8869103046130706,0.0,1,1,4,4,4,2,2,2,2,2,1,1
37446,66.0,5.109997857950446,0.0,1,1,4,2,2,3,5,3,4,3,3,1
37447,44.0,5.857590238551654,0.0,1,1,5,5,3,3,3,3,4,3,5,1
37448,26.0,4.622518824322705,0.0,1,0,2,3,3,1,1,3,1,4,3,0
37449,43.9097214811653,4.183118274275528,0.0,0,1,3,3,1,2,4,3,2,4,1,0
37450,20.0,4.345103280569283,0.0,1,1,3,3,5,4,5,5,5,4,5,1
37451,26.0,3.971423348709594,0.0,0,1,5,5,1,1,5,4,1,4,1,0
37452,43.92341907824223,3.3988613218646075,0.0,1,1,4,3,5,4,3,4,3,4,5,0
37453,40.0,4.9930142853388535,0.0,1,1,3,3,3,5,4,5,3,5,5,1
37454,44.0,3.684620397193553,0.0,1,1,4,1,5,4,2,4,1,4,5,0
37455,43.92341907824223,3.9937873072307855,0.0,1,1,4,4,4,4,4,2,3,3,4,0
37456,31.667574931880107,4.612443669954589,0.0,0,0,1,3,1,2,5,3,4,4,1,0
37457,33.0,4.3321796622793,0.6931471805599453,1,1,2,2,5,4,4,3,3,4,5,1
37458,47.0,4.493903373559505,0.0,0,1,1,1,5,5,5,5,5,5,3,1
37459,28.0,2.0347056478384444,0.0,0,1,3,3,5,3,2,4,4,4,5,1
37460,23.0,4.132282401562493,0.0,1,1,4,3,3,4,5,4,3,3,3,1
37461,43.92341907824223,3.487375077903208,0.6931471805599453,1,1,5,5,2,3,2,4,3,4,2,0
37462,39.0,4.242764567340374,0.0,1,1,5,5,3,4,4,4,3,4,5,1
37463,43.9097214811653,4.543294782270004,0.0,0,1,5,3,4,3,2,4,4,5,4,0
37464,28.0,3.5467396869528134,0.0,0,0,1,4,4,4,1,3,1,3,4,0
37465,29.0,4.304740540713808,0.0,0,1,4,2,3,4,4,1,4,2,3,0
37466,25.0,5.255305475954746,0.0,0,1,2,2,5,5,2,3,1,5,5,1
37467,48.0,3.6470152500152375,0.0,0,1,5,4,5,3,4,4,4,4,5,0
37468,37.0,3.391147045808654,0.0,0,0,3,4,4,2,2,3,2,4,4,0
37469,36.0,3.3978584803966405,0.0,0,1,3,3,2,1,5,3,1,4,2,0
37470,49.0,4.102478062118823,0.0,0,1,4,1,1,5,5,5,3,5,1,0
37471,42.0,4.355425952876702,0.6931471805599453,0,1,2,2,2,3,1,2,1,3,2,0
37472,21.0,3.62886402170395,0.0,0,0,1,3,3,3,1,2,1,2,3,0
37473,44.0,2.494031557565001,0.0,0,1,3,2,4,2,2,2,2,3,4,0
37474,50.0,5.8681946109065874,0.0,1,1,2,2,4,4,4,4,5,4,3,1
37475,57.0,5.372311046456363,0.0,1,1,5,5,1,1,1,1,2,1,4,0
37476,50.0,5.779075458691632,0.0,0,1,2,2,3,4,4,4,5,4,4,1
37477,43.0,4.949256221086411,1.0986122886681098,0,1,5,5,3,1,4,3,3,4,3,0
37478,51.0,4.730215674962316,0.0,1,1,2,2,3,5,5,5,4,5,4,1
37479,54.0,3.566994266123812,0.0,0,1,5,5,4,4,4,5,4,4,4,1
37480,26.0,3.9808025208229716,0.0,0,0,1,2,4,3,2,4,4,5,4,0
37481,56.0,2.8154087194227095,0.0,0,1,2,3,4,3,2,4,1,3,4,0
37482,32.0,2.4069451083182885,0.0,0,1,2,3,4,2,3,3,5,5,4,1
37483,21.0,5.64052313501701,0.0,1,1,5,5,3,4,5,3,3,3,3,0
37484,41.0,5.923827898392171,0.0,1,1,3,3,2,5,5,5,4,5,4,1
37485,36.0,5.177166164983887,0.0,0,0,2,1,3,5,2,5,4,5,3,0
37486,43.9097214811653,3.901770628963795,0.0,0,1,3,2,1,5,4,4,3,1,1,0
37487,50.0,5.5460364504282875,0.0,0,1,0,1,2,3,3,3,5,3,3,1
37488,31.699850778085697,4.505460341839079,0.0,1,0,2,3,4,1,2,3,3,4,4,0
37489,18.0,2.702702594775615,0.0,0,1,5,4,2,4,1,1,2,4,2,0
37490,69.0,3.9642358768750805,0.0,1,1,0,4,5,1,5,1,1,1,1,0
37491,25.0,3.7191661467188086,0.0,0,1,5,5,5,3,5,4,3,5,5,1
37492,45.0,4.004237489415957,0.0,0,1,3,3,4,5,3,2,1,1,4,0
37493,35.0,5.165642749643496,0.0,0,1,3,3,5,1,1,1,2,1,1,0
37494,50.0,4.555874894263214,0.0,0,1,5,3,5,5,2,5,4,4,5,0
37495,43.0,3.960813169597578,0.0,1,1,4,4,4,2,3,2,3,2,3,1
37496,61.0,5.0596159163178775,0.0,1,1,2,2,1,5,5,5,4,5,1,1
37497,26.0,4.284000269375321,0.0,1,0,4,3,5,3,2,4,4,4,5,0
37498,49.0,5.585224138532066,0.0,1,1,3,3,3,5,4,5,4,5,5,1
37499,26.0,4.247065649239764,0.0,1,1,5,5,3,5,3,4,3,5,3,0
37500,36.0,4.33283639048311,0.0,0,1,5,3,4,4,5,5,4,4,4,1
37501,35.0,4.620452809519248,0.0,0,0,1,4,5,3,5,3,3,3,5,0
37502,21.0,5.314190715704327,0.6931471805599453,1,1,2,5,5,5,3,3,3,5,5,1
37503,26.0,4.71483144019761,0.0,0,0,0,2,4,3,5,4,3,4,4,1
37504,46.0,5.786989401672587,0.0,1,1,5,3,3,4,2,2,4,4,3,1
37505,23.0,5.731559755655647,0.0,1,1,1,1,4,3,4,4,4,5,4,1
37506,36.0,3.7630588522881876,0.0,0,1,1,1,2,2,1,4,4,4,2,0
37507,43.0,2.7549337870010606,0.0,0,1,5,2,4,3,3,5,3,4,4,0
37508,54.0,3.653252276470785,0.0,1,1,3,2,3,2,3,2,2,2,5,0
37509,51.0,4.0928434360958335,0.0,0,1,5,2,2,3,4,4,4,4,2,0
37510,56.0,4.112020747235043,0.0,1,1,3,5,3,4,1,4,1,4,4,0
37511,44.0,3.0652583362026014,0.0,0,1,1,1,4,2,3,3,5,2,4,1
37512,57.0,4.569024739351738,0.0,1,1,3,3,4,1,2,1,2,1,2,0
37513,31.699850778085697,4.948830809849139,0.0,1,0,2,4,1,3,1,3,4,4,1,0
37514,31.0,4.599051504979914,0.0,0,1,4,4,2,2,4,3,2,4,2,0
37515,43.92341907824223,4.601764392853259,0.0,1,1,4,1,2,5,3,4,5,5,2,0
37516,42.0,5.85033291713889,0.0,0,1,0,1,2,4,5,5,5,4,4,1
37517,45.0,2.6796507265805123,0.0,1,1,4,4,3,4,4,5,5,4,3,1
37518,39.0,5.242064424997238,0.0,1,1,3,3,3,4,5,4,3,4,5,1
37519,60.0,5.456687702519478,0.0,1,1,2,3,2,2,2,2,4,2,2,0
37520,67.0,4.535176814167556,0.0,0,1,1,2,2,4,5,3,1,3,2,0
37521,60.0,6.029987901778734,0.0,0,1,2,2,4,5,5,5,4,5,4,1
37522,27.0,3.624340932976365,0.0,1,0,0,4,5,4,4,3,3,4,5,0
37523,29.0,4.400725712106366,0.0,0,1,3,3,5,5,5,4,3,4,5,1
37524,56.0,3.4528406148139936,0.6931471805599453,0,1,3,1,2,5,5,4,4,3,2,0
37525,51.0,4.422568589986818,0.0,0,1,5,5,4,1,1,1,3,1,3,0
37526,32.0,5.279491262297988,0.0,0,1,2,2,3,4,5,4,1,4,3,0
37527,45.0,4.316420877575887,0.0,1,1,2,2,5,2,2,2,2,2,2,0
37528,23.0,4.237434294689934,0.0,0,0,3,3,5,2,5,4,2,3,5,0
37529,20.0,5.542948399503669,0.0,1,1,3,2,5,5,5,5,5,4,5,1
37530,22.0,5.1837479118049,0.0,1,0,2,3,5,2,5,4,2,3,5,0
37531,22.0,4.500920164614292,0.0,1,1,5,3,4,2,5,5,1,4,4,1
37532,29.0,5.708570991387998,0.0,0,1,2,2,1,3,3,4,4,3,1,0
37533,57.0,5.991789494306922,0.0,0,1,5,5,4,2,2,2,3,2,5,1
37534,43.92341907824223,4.154655409326203,0.0,1,1,5,1,1,4,3,4,1,5,1,0
37535,28.0,3.991019011654644,0.0,1,0,2,2,1,5,3,4,4,4,1,0
37536,27.0,3.9589065913269965,0.0,1,1,5,3,2,3,4,4,3,5,2,0
37537,58.0,5.923480095566111,0.0,1,1,3,3,2,4,4,4,4,4,3,1
37538,56.0,5.834284282720359,0.6931471805599453,1,1,4,4,2,4,4,4,3,4,4,1
37539,30.0,5.0209815861504,0.0,1,1,4,2,5,3,3,4,3,5,5,1
37540,41.0,2.8154087194227095,0.0,0,1,5,5,5,5,5,5,4,5,4,1
37541,52.0,4.31361395198771,0.6931471805599453,1,1,2,2,2,5,5,5,2,5,1,1
37542,66.0,4.4520190064939165,0.0,1,0,1,2,2,3,3,3,2,2,2,0
37543,26.0,4.127134385045092,0.0,1,1,5,4,3,3,5,5,5,4,3,0
37544,43.9097214811653,4.038655656361512,0.0,0,1,5,1,3,2,2,3,1,5,3,0
37545,30.0,4.078215180292217,0.0,1,1,5,2,1,3,1,1,3,3,1,0
37546,18.0,4.881285622068407,0.0,1,1,3,3,4,5,4,3,1,1,4,1
37547,41.0,5.386602931415397,0.0,0,1,4,4,2,5,5,5,3,5,3,1
37548,24.0,4.257171777528256,0.0,1,0,0,4,4,3,2,5,3,5,4,1
37549,18.0,3.2276373305367736,0.0,0,0,4,4,4,2,1,4,2,3,4,0
37550,58.0,3.0814511489565284,0.0,1,1,4,4,5,3,4,4,2,3,1,0
37551,40.0,5.721262144536846,0.0,0,1,2,2,3,4,4,4,3,4,1,0
37552,58.0,5.537413004076173,0.0,0,1,1,1,4,5,5,5,3,5,5,1
37553,20.0,4.505570820765336,0.0,0,0,2,4,3,3,1,4,4,4,3,0
37554,51.0,5.150571134393773,0.0,0,1,1,1,3,4,4,4,5,4,3,1
37555,43.92341907824223,4.286203823496544,0.0,1,1,1,3,3,4,2,4,4,4,3,0
37556,51.0,4.252202646837681,0.6931471805599453,1,1,1,1,2,4,4,4,5,4,4,1
37557,56.0,4.530338875365088,0.0,0,1,4,4,2,3,3,3,3,3,2,0
37558,25.0,5.363730505096269,0.0,1,0,5,2,4,3,5,4,3,4,4,0
37559,30.0,3.7133281345162463,0.0,1,0,3,2,3,4,5,5,3,5,3,0
37560,41.0,4.835726197017755,0.0,0,1,3,3,2,1,4,3,4,4,2,0
37561,36.0,4.095843438345836,0.6931471805599453,1,1,5,5,5,4,3,4,4,5,5,0
37562,28.0,3.293612170982218,0.6931471805599453,1,1,5,4,5,5,4,5,5,5,5,0
37563,29.0,3.6936182084611096,0.0,1,1,4,4,1,2,5,4,1,4,1,0
37564,29.0,3.6016862424115588,0.0,0,1,5,3,4,4,5,4,5,4,4,0
37565,59.0,3.4381719844535166,0.0,1,1,4,4,5,2,2,2,3,2,4,0
37566,36.0,2.0294631718735947,0.0,0,1,5,5,5,5,5,4,3,4,5,1
37567,46.0,3.1822118404966093,0.0,0,1,5,5,4,4,4,4,1,4,4,0
37568,65.0,4.186315840760911,0.0,1,1,2,2,4,1,1,1,1,1,3,0
37569,28.0,5.246655583224145,0.0,0,0,4,3,2,2,1,3,2,4,2,0
37570,43.9097214811653,4.555454593742159,0.0,0,1,5,3,4,5,5,4,3,5,4,0
37571,43.92341907824223,3.875773872753025,0.0,1,1,5,2,3,3,4,4,3,2,3,0
37572,54.0,2.551786178627545,0.0,0,1,2,2,2,5,5,5,5,5,5,1
37573,25.0,5.037017535370374,1.0986122886681098,0,1,2,2,4,5,3,3,4,2,4,0
37574,28.0,4.163559631243574,0.0,0,0,0,3,2,3,2,4,1,4,2,0
37575,30.0,5.46713143998349,0.0,1,1,3,3,2,4,3,5,4,4,2,1
37576,55.0,5.355642433167306,0.0,1,1,5,5,5,3,4,3,5,3,5,1
37577,36.0,3.4065165431397553,1.0986122886681098,1,0,0,4,1,3,3,3,2,1,2,0
37578,52.0,2.975529566236472,0.0,0,1,2,2,3,4,1,3,4,3,3,0
37579,42.0,4.331391018705302,0.0,0,1,3,3,5,5,5,5,4,5,5,1
37580,56.0,4.110545941560109,0.0,1,1,3,3,4,1,1,1,3,1,3,0
37581,48.0,3.6184569898173904,0.0,1,1,2,4,4,5,2,5,3,5,3,0
37582,35.0,4.7561730595246186,0.0,1,1,5,2,2,3,3,3,1,3,1,0
37583,45.0,3.0243197304059035,0.0,1,0,5,2,3,1,4,5,3,2,3,0
37584,40.0,4.74588819292697,0.0,0,1,1,1,4,3,3,3,1,3,5,1
37585,61.0,3.3357695763397,0.0,0,1,2,2,1,2,4,4,3,3,1,0
37586,23.0,4.425325559069029,0.0,1,0,5,2,3,4,4,5,4,4,3,1
37587,61.0,1.7011051009599243,0.0,1,1,1,1,4,3,3,3,4,3,4,0
37588,22.0,4.708538718965125,0.0,1,0,1,3,2,4,5,4,2,4,2,0
37589,45.0,4.028738805124107,0.0,1,1,5,2,2,4,3,4,4,4,2,0
37590,50.0,3.768845235751818,0.0,1,1,1,2,5,3,2,3,1,3,4,0
37591,24.0,4.419563238202607,0.0,1,0,3,3,4,4,3,3,3,3,4,0
37592,36.0,3.4531571205928664,0.6931471805599453,0,0,3,5,1,5,2,2,4,4,1,0
37593,39.0,5.330784556685538,0.0,1,1,2,2,2,3,3,3,3,3,4,0
37594,36.0,5.593111587605598,0.0,1,0,2,4,2,4,4,5,2,4,2,0
37595,64.0,4.910372872157861,0.0,0,1,4,3,3,4,5,4,4,4,3,0
37596,69.0,5.473320542534312,0.0,0,1,4,4,3,5,4,4,5,5,3,0
37597,44.0,5.684327786822066,0.0,0,1,4,4,4,4,4,4,5,4,3,1
37598,20.0,3.830379016387636,0.0,1,0,3,3,5,2,4,3,3,3,5,0
37599,35.0,4.439941706620314,0.6931471805599453,1,1,4,3,2,5,4,4,4,5,2,0
37600,55.0,1.252762968495368,0.0,0,1,4,1,4,4,2,4,5,5,4,1
37601,21.0,3.6122683517420957,0.0,1,0,2,1,4,3,2,5,5,5,4,1
37602,42.0,3.983599203917368,0.0,1,0,5,1,4,2,5,5,3,4,4,1
37603,29.0,5.7745826009628045,0.0,1,1,4,4,4,2,5,1,2,5,4,1
37604,34.0,3.7932394694381792,0.0,1,0,0,4,4,2,3,4,4,2,4,0
37605,49.0,4.364117214130314,0.0,1,1,5,4,2,1,1,1,1,1,2,0
37606,50.0,4.252202646837681,1.0986122886681098,1,1,4,3,3,1,3,1,1,2,1,0
37607,55.0,5.779848053257003,0.0,1,1,4,4,3,5,5,5,5,5,5,1
37608,18.0,4.573369873438294,0.0,0,1,2,2,3,3,1,1,3,2,3,0
37609,49.0,5.891257396690951,0.0,0,1,2,2,3,5,5,5,4,5,3,1
37610,43.9097214811653,3.0096351787229825,0.0,0,1,3,3,4,2,2,4,1,3,4,0
37611,27.0,4.611847840741332,0.0,0,0,3,3,2,3,1,3,2,4,2,0
37612,25.0,4.014218517742816,0.0,0,0,4,3,2,4,5,4,1,4,2,0
37613,28.0,4.642273273939594,0.0,0,1,5,5,5,5,3,4,4,4,5,1
37614,44.0,4.257171777528256,0.0,1,1,4,2,5,5,4,5,5,5,4,0
37615,53.0,2.5862591440482876,0.0,0,1,5,1,3,3,3,4,5,4,3,0
37616,24.0,3.630720539940404,0.0,0,0,0,4,1,5,4,3,4,4,1,1
37617,38.0,5.531846797414664,0.0,1,0,2,5,2,5,3,3,5,2,5,0
37618,50.0,4.499587423413026,0.0,0,1,3,3,3,5,5,5,2,3,3,0
37619,66.0,4.678978113132811,0.0,1,1,1,3,1,4,2,4,2,4,3,0
37620,44.0,4.4355674016019115,0.0,1,1,3,3,5,5,5,5,5,5,3,1
37621,43.9097214811653,5.10594547390058,0.0,0,1,2,2,2,2,2,3,1,4,2,0
37622,43.92341907824223,3.849296175519841,0.0,1,1,0,2,4,4,5,5,5,4,4,1
37623,48.0,5.56409886254648,0.0,0,1,1,1,2,3,4,5,1,3,4,1
37624,23.0,3.6597080768136565,0.0,1,1,5,5,4,3,1,3,4,4,4,0
37625,38.0,3.4391352210025476,0.0,0,1,4,2,4,5,3,4,5,4,4,0
37626,20.0,5.121222128725663,0.0,0,1,2,3,3,4,1,4,1,3,3,0
37627,43.9097214811653,3.858411235979497,0.0,0,1,5,3,1,5,3,4,4,4,1,0
37628,46.0,3.4196919642983197,0.0,0,1,5,5,5,4,4,5,1,4,1,1
37629,31.699850778085697,4.273884476054178,0.0,1,0,5,3,1,2,3,5,4,3,1,1
37630,39.0,5.336624200702623,0.0,0,1,1,1,5,4,4,4,5,4,3,1
37631,34.0,3.686877451443263,0.0,1,0,3,1,2,5,4,5,3,4,2,0
37632,23.0,3.9367156180185177,0.0,0,0,0,3,2,2,1,4,1,5,2,1
37633,58.0,3.4210000089583352,0.0,1,1,2,2,1,3,3,3,4,3,4,0
37634,53.0,5.857990295708011,0.0,0,1,5,5,2,4,4,4,5,4,5,1
37635,37.0,5.422568328885894,0.0,0,1,5,5,4,3,2,3,4,3,3,1
37636,25.0,4.864144094303128,0.0,0,1,4,4,4,5,2,4,5,5,4,1
37637,45.0,5.661153292600242,0.0,0,1,5,5,3,5,5,5,3,5,4,1
37638,65.0,2.8758219768814333,0.0,1,1,4,5,4,5,2,5,5,5,4,0
37639,31.0,5.7474165116762626,0.0,1,1,4,4,2,3,4,4,4,4,2,0
37640,30.0,5.067141643536563,0.0,0,0,3,4,1,4,3,1,1,1,1,0
37641,38.0,3.864302269216734,0.0,0,0,0,4,3,3,2,3,1,4,3,0
37642,29.0,5.4512959311451175,0.0,1,1,2,2,2,1,2,2,2,2,2,0
37643,43.9097214811653,6.129638272412099,0.0,0,1,1,3,3,4,4,4,2,1,2,0
37644,53.0,3.8807387153883797,0.6931471805599453,0,1,4,4,4,1,1,1,1,5,4,1
37645,43.0,5.509307361689676,0.6931471805599453,1,1,1,1,5,4,4,4,4,4,3,1
37646,43.0,4.9750771986955415,0.0,1,1,4,4,5,5,4,5,4,5,5,1
37647,29.0,5.895696762618602,0.0,1,1,1,1,5,5,3,5,5,5,5,1
37648,42.0,4.3899948043230586,0.0,0,1,2,4,5,3,4,3,3,3,4,0
37649,46.0,2.8581928595319295,0.0,1,1,3,3,2,4,4,4,5,4,5,1
37650,42.0,5.033635418325317,0.0,0,1,4,4,3,5,5,5,4,5,4,1
37651,24.0,4.777946329938515,0.0,0,0,2,4,4,2,2,3,4,3,4,0
37652,52.0,4.641019838881789,0.0,1,1,1,1,4,5,5,5,5,5,4,1
37653,42.0,3.114847754444153,0.0,1,0,2,4,5,3,4,4,4,2,5,0
37654,24.0,5.123844924697481,0.0,1,1,5,5,4,4,3,5,4,5,4,1
37655,43.0,5.731689427909209,0.0,0,1,1,1,3,3,3,3,2,3,1,0
37656,39.0,4.688775769842889,0.6931471805599453,0,0,5,1,1,4,2,5,4,4,1,1
37657,49.0,4.480966582528785,0.0,1,1,2,2,5,4,5,4,3,4,3,1
37658,43.92341907824223,2.840247370713596,0.0,1,1,0,3,5,1,3,4,4,4,5,0
37659,22.0,5.03734213692482,0.0,0,0,2,4,2,4,4,4,3,4,2,0
37660,60.0,5.6421198142640945,0.0,0,1,5,5,5,5,5,5,3,5,3,1
37661,47.0,5.823371286324659,0.0,0,1,1,1,5,3,3,3,3,3,2,0
37662,30.0,5.212922863531088,0.0,1,1,3,3,4,3,3,4,3,3,4,0
37663,29.0,4.222591181666628,0.0,0,1,4,5,4,5,4,5,5,5,4,0
37664,24.0,5.228645693298717,0.0,0,0,3,1,3,5,2,5,4,5,3,0
37665,23.0,3.8954870367880465,0.0,1,0,1,4,5,2,4,4,2,4,5,0
37666,27.0,4.5916795958055925,0.0,0,1,5,4,3,5,5,5,4,5,3,0
37667,45.0,4.319219946381069,0.0,0,1,3,3,2,5,5,5,4,5,3,1
37668,49.0,5.719557393771563,0.0,0,1,5,5,2,3,3,3,3,3,4,0
37669,39.0,5.6341465393051395,0.0,1,1,4,1,5,4,4,4,5,4,5,1
37670,65.0,5.986175585174371,0.0,0,1,2,2,3,4,4,4,5,4,1,1
37671,23.0,4.8868844866600805,0.6931471805599453,1,1,1,1,2,1,1,4,1,3,2,0
37672,41.0,5.158077810133449,0.0,0,1,2,2,2,5,5,5,4,5,2,1
37673,29.0,5.795936162826745,0.0,0,1,4,4,4,2,3,3,3,1,4,1
37674,54.0,4.668895876868636,0.0,0,1,2,2,4,5,5,5,5,5,3,1
37675,56.0,3.3755376348815775,0.0,1,1,1,2,1,3,0,3,4,3,2,1
37676,25.0,4.318687394111793,0.0,1,0,0,3,1,3,2,5,3,4,1,0
37677,33.0,5.18475665432487,0.0,0,1,3,3,4,5,3,5,5,4,4,1
37678,35.0,2.6390573296152584,0.0,0,1,4,1,5,5,5,5,5,5,5,0
37679,44.0,4.368307962532944,0.0,0,1,5,3,3,4,5,5,4,4,3,1
37680,58.0,5.242963206415959,0.0,1,1,3,3,2,4,4,4,4,4,5,1
37681,24.0,3.481240089335692,0.0,0,0,4,1,4,4,4,5,5,5,4,1
37682,34.0,4.709530201312334,0.0,0,1,5,5,4,1,2,4,2,4,4,1
37683,29.0,4.880070924075139,0.0,0,1,1,1,2,1,3,4,2,3,2,0
37684,57.0,4.7318028369214575,0.6931471805599453,1,1,3,4,4,3,2,2,5,3,5,0
37685,26.0,4.333886259345946,0.0,1,0,4,3,1,4,3,4,5,4,1,0
37686,35.0,4.423048609196803,0.0,1,1,5,3,3,4,4,5,3,4,3,0
37687,18.0,4.051437061210824,0.6931471805599453,1,0,3,4,2,5,4,3,2,1,2,0
37688,35.0,4.6976582054232425,0.0,0,1,4,3,3,4,4,5,3,5,3,0
37689,64.0,3.139832617527748,0.0,1,1,3,3,3,3,4,3,5,3,2,1
37690,58.0,5.4298279687502475,0.0,1,1,5,5,4,4,4,4,2,4,2,0
37691,69.0,2.8864752876170416,0.0,1,1,5,3,5,2,2,2,4,2,3,0
37692,29.0,5.147320042996108,0.0,0,1,5,5,4,5,5,5,5,5,4,1
37693,21.0,3.8255932774297583,0.0,0,1,2,4,1,1,2,4,3,4,1,0
37694,22.0,5.971185306249601,0.0,1,1,3,3,5,5,1,3,1,5,5,1
37695,25.0,4.296604902619887,0.0,0,1,4,4,5,5,3,5,4,2,5,1
37696,67.0,3.7887247890836524,0.0,0,1,3,3,5,4,2,3,3,4,5,0
37697,55.0,3.4372078191851885,0.0,0,1,3,3,4,4,2,1,5,4,4,1
37698,23.0,4.167285186623816,0.0,1,0,5,2,4,4,2,4,5,4,4,0
37699,50.0,5.580861261143694,0.0,0,1,2,5,5,5,5,5,3,5,5,1
37700,20.0,4.8757315316314545,0.0,0,1,1,2,4,4,4,2,4,2,4,0
37701,46.0,4.743539855252863,0.0,0,1,2,2,4,1,3,2,2,4,4,1
37702,48.0,1.5454325824581878,0.0,1,1,5,5,5,4,5,4,3,4,3,1
